"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Niger","NER","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","384647341.900898","415052190.307351","453168936.946026","475726112.211264","504999626.57207","606565931.570479","622966911.21401","594031582.40478","565207818.400604","576777422.424783","577127810.795176","604877705.447302","638078202.942852","801215097.456494","959223901.31975","908377491.508911","903624357.345978","977604023.857079","1254478571.13419","1499399226.50074","1882637610.06742","1754477246.84109","1679150500.4621","1484067698.77134","1325171293.86047","1275761879.34462","1480910158.33112","1819988003.45781","1612935606.45993","1685108001.89211","1958707128.86866","1918687550.71216","1798142234.10019","1289494887.45241","1312924169.77018","1490140742.11197","1605676431.58355","1414980349.6637","1635544502.27968","1510681436.11059","1367966577.53917","1486457169.30284","1721542657.39363","2044975817.28709","2297614644.4115","2543404994.53901","2716980107.29214","3176207907.57883","3828826947.78289","4079767088.96467","4191610329.16933","4746446078.66511","4728015417.79075","5149064462.76219","5381683916.68135","4856206886.08579","5144710651.64893","5495816415.00956",
"Nigeria","NGA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","33736552538.3707","29129674329.5019","21538311926.6055","18989229065.1307","19357251668.6298","14256561549.101","16357616792.2497","16781280478.213","13384196011.8795","19361440900.1529","17215807874.8023","19704310899.6339","11098789183.223","11674448546.2892","19719237777.1461","26553393000","25771124599.4577","26946911704.5455","26584853489.513","24374072369.6696","33153042084.3773","45946827038.3867","54514887976.0785","65000091656.1315","84365779059.5722","91989283701.6534","129115066994.891","135732109982.623","127473083181.723","244027897244.142","269396603858.206","269173538575.239","375358526792.752","407885211910.748","377996620662.884","330042782751.982","",
"Nicaragua","NIC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3329492485.11905","3460588725.0996","3604565666.86426","3725607317.87344","3901980854.46178","4056030889.07705","4343119424.74389","4573678215.9806","4641942856.14035","4745527469.54449","5079917947.2693","5534303580.28602","5502808666.79245","6055712222.42903","6832672126.16775","6749525783.63849","7050057846.9596","7546961254.03598","7968364226.35121","8334845373.33474","8734870215.67512","8999494893.46354","9376613918.7193","9662433420.07797",
"Netherlands","NLD","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","19982542217.0816","22777119924.812","27525168978.3027","36066772189.8155","42201720386.917","50601093499.4772","55602549508.2514","66042055760.079","81554870645.7527","93368510381.193","100563520172.911","82582602932.0851","79846257819.5923","77732089027.8743","71461672733.5165","71958005772.293","99699707321.4607","122526077132.289","128577925186.754","125723271952.614","154441421154.544","160027102310.231","176656160776.942","172302141433.318","183839367477.903","218476530332.144","221715032679.739","203949627287.102","215973117085.092","222649691029.192","206355260733.37","211709172259.508","232280255975.908","283346501128.668","318362304444.996","326404676035.319","336897503450.006","383138516287.982","422610224110.151","388412058905.251","374163153141.382","401663849051.402","372296520842.52","389884379129.228","393618019734.859","336568495307.358","343672486161.467","362757421136.68",
"Norway","NOR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","6664660012.03993","7573803483.60946","8910020946.54078","11323493704.2561","13312634258.1728","16505194283.4185","18187666086.3191","21531323377.4772","23248383343.1891","26422858948.283","30284256559.7668","29534802683.1606","29558878215.0604","28891782248.7802","28263431967.1629","30997417763.9231","40506173340.3654","47813729128.0148","51226944913.3037","50403070461.2934","58555681582.1845","59829088833.701","65329310483.5465","59969129276.441","62933291770.5736","74332617754.767","78605538156.2219","75683829558.6281","74808683781.5271","76551697610.0113","72713535867.6634","74242579267.5467","87429920589.1931","104624304398.181","117253886779.017","129548311990.687","139081751984.158","162288755821.69","177449822695.035","163152680374.664","179868799117.606","200719325802.269","202218994413.408","210110638297.872","204450039672.044","167868926320.14","168892857142.857","178583235946",
"Nepal","NPL","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","1298212248.00304","1174328452.82641","1095040000","1269948424.86078","1478416700","1599583250","1867583325","1953572427.974","1990359204.08829","2087770174.89827","2005061474.00388","2260297029.19645","2331129345.19372","2778346860.12242","2809123757.54752","3059676376.08565","3234676433.32278","2764291759.46548","2901370833.33333","3335485714.28571","3305130548.19277","3453136499.54587","3793862879.18639","3735141242.93785","3899102281.08904","4168915592.87679","4819496598.63946","4968489301.98867","5239972053.5317","5790540770.04284","6467224508.62874","7446047090.41309","8362130957.97127","10071426371.5407","10256635126.856","12571048438.3385","14460491798.5381","14751578463.0158","15322718952.0191","15562162265.661","17102482844.8888","17882290501.6271","19093828630.3401",
"Nauru","NRU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","4148838615.74644","4900173110.2135","5828877005.34759","7666620286.62864","8629343629.34363","8083352157.21708","8030007794.23227","9119186333.56374","10894648829.4314","12172693579.0844","13853503184.7134","14052118891.0166","14042243262.9279","13797975814.9317","12347298558.5399","14398465473.1458","17342099704.267","23213246672.8567","26218357487.9227","25770255074.8654","27396760891.6512","25689286518.1184","24696405784.7724","26781704551.7394","31857866780.6337","36863044633.3688","41130845011.7941","38879783143.1633","33949681562.1875","34702371685.09","30511570719.7119","30494726268.2069","38339001429.3459","50638817637.7183","59692773109.2437","66740125325.6354","65175410154.9835","78028955684.5741","77219371617.3473","70828908738.8344","85128347244.1408","98703542577.3533","104201331256.076","110262523185.453","115949174570.694","102061054063.007","108344094255.234","",
"OECD members","OED","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","1379170730703.22","1529727180736.62","1770963454178.67","2116982557336.76","2385093011642.31","2730322140289.53","2950525830480.15","3320649804832.1","3952943902358.04","4579914243620.01","5135804493620.51","5214108668818.07","5205362995011.34","5417914904002.43","5605983787098.08","5937056307077","7157686890230.06","8292117531063.59","9277067881191.41","9709109873960.05","10944430188945.4","11602018412697.1","12574811454207.1","12837144205509.8","13706547575706.4","14951340948026.2","15169922375630","15002478083273.4","15258922261395.2","16139353921606.2","16569436651337.7","16606639690787.4","17389186879123.8","19389573397766.4","21414228410148.4","22638891754523.8","23765568691575.6","25820470497881.1","27443985543647.6","26042160109322.7","27154026685661.9","29164959493157.4","29188876773581.2","29506887028820.9","30039904945224.8","28444833374446.3","29087621052230.1","",
"Oman","OMN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","56890361.7785142","51355891.5286777","54955603.5517159","49676025.9179266","51491819.0567854","91453882.2303283","115768463.073852","143601621.308628","333236826.8674","525767226.404169","712796757.382745","900115807.75912","975680081.065432","1656919513.60741","1873480602.20035","2410248986.68211","2488419224.08801","2717139837.86914","3258830341.63289","2670157068.06283","2417685305.59168","3068140442.13264","3341482444.73342","5343620546.16385","5844918335.50065","6235010923.27698","6506729258.77763","6604645773.73212","7102621326.39792","7422074122.23667","7550065019.50585","8154746423.92718","7885045513.6541","6898569570.87126","7248634590.37711","7283224967.49025","8132899869.96099","9204681404.42133","9500650195.05852","11057217165.1495","12888166449.935","17091027308.1925","17636931079.3238","18726421066.3199","19150845253.5761","19897805461.6385","20775717035.1105","22363100130.039","23032352145.6437","","",
"Other small states","OSS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30700592402.788","31559408958.0298","36761526561.6539","38476812214.8991","38347240015.8087","39728708073.3856","40565432270.0452","40376389946.024","40497465002.8999","44031633157.1617","54224420464.4859","65638773257.4825","74776591063.5513","84055048409.4973","101473238146.078","115250157471.24","110050091831.837","116738049013.612","126976512927.619","129376848067.399","139012523229.276","148738031703.692","143637690660.892","150672832943.104","",
"Pakistan","PAK","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","6004069382.61235","6259114636.70727","6946890403.19194","8117856551.86896","8436857706.84586","7358779645.25572","4952135666.31987","7359974141.41414","9601227555.55556","10743797242.4242","11995730131.3131","14353168444.4444","16518509333.3333","19685139343.4343","22974189282.8283","25261804729.8578","23194864921.2598","25294765932.0273","25530024327.1768","25273637420.9547","25046998240.6059","28685036268.8693","28990413940.308","29511991511.242","31005668508.4849","34056576743.8107","37173646081.127","36898354835.5999","43914891542.7736","46149076855.9943","46747303603.3372","44819775773.6089","47663602677.2224","55743338970.7659","55154465819.3061","54073725235.4661","61481355642.8206","72689195761.6814","84260465382.6974","106579408118.737","118708682558.688","139249582310.761","133197177518.494","141420949694.338","173325741011.045","184998606451.96","186868172616.097","197975834599.533","215812569812.85","222980710618.547","249947211573.102",
"Panama","PAN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","373855500","397476900","417620200","471310600","518805700","561354600","570180700","619994500","637895700","710975300","756198400","813507100","855359700","940287800","1168198200","1291604200","1334901200","1522415000","1754394900","2075419500","2432609600","2933781100","2848602500","3380924500","4062304900","4290901800","4202102100","4100262900","3807763100","4519368200","4266764000","4846240100","5250353300","5687328800","5813926000","5741613400","5879336800","6242212600","7313611100","7705968400","7504876900","7841737300","8496709400","8638885800","9787705300","10353312100","11147071000","12382014200","14117280500","15177874800","16888300400","19259656300","21480976900","23981039400","26970282400","28072972400","28980426100","",
"Peru","PER","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","1347408923.47253","1535094246.93657","1770228200.88433","2041429832.79851","2374759218.58582","2951492587.1306","3414179104.47761","3592715137.05298","3612403259.72093","4033591888.97933","5093023413.52713","5700258555.64599","6467700337.25581","7366925222.31266","9457364341.08527","12170370219.6667","11498226950.3546","10466586820.8341","8367882433.8714","9486642703.34773","9691934925.57979","12550319677.9541","12184633027.5229","10377010929.6328","10643207383.9054","9790000000","10140000000","13856666666.6667","10400000000","15323383465.7558","19711957268.901","26526796117.7529","27804106605.8861","26753889296.6668","32465853214.3508","37910719035.3755","39823167501.9354","40986486486.4865","39606404041.7833","35232382922.1451","36698759276.7701","37453892420.3985","39202319697.5296","41444297539.6643","45402484035.3858","49387266053.9327","53313992548.7082","61462448066.4749","75258894699.0669","77064271960.6932","91075714134.013","103777640608.547","119911282984.531","126982863910.581","129244804508.63","123735083532.22","124244911261.889","135284754807.25",
